class_type,wristX,wristY,wristZ,thumb_CmcX,thumb_CmcY,thumb_CmcZ,thumb_McpX,thumb_McpY,thumb_McpZ,thumb_IpX,thumb_IpY,thumb_IpZ,thumb_TipX,thumb_TipY,thumb_TipZ,index_McpX,index_McpY,index_McpZ,index_PipX,index_PipY,index_PipZ,index_DipX,index_DipY,index_DipZ,index_TipX,index_TipY,index_TipZ,middle_McpX,middle_McpY,middle_McpZ,middle_PipX,middle_PipY,middle_PipZ,middle_DipX,middle_DipY,middle_DipZ,middle_TipX,middle_TipY,middle_TipZ,ring_McpX,ring_McpY,ring_McpZ,ring_PipX,ring_PipY,ring_PipZ,ring_DipX,ring_DipY,ring_DipZ,ring_TipX,ring_TipY,ring_TipZ,pinky_McpX,pinky_McpY,pinky_McpZ,pinky_PipX,pinky_PipY,pinky_PipZ,pinky_DipX,pinky_DipY,pinky_DipZ,pinky_TipX,pinky_TipY,pinky_TipZ
A,1002.8759241104126,1451.9892930984497,-1.7354823285131715e-06,724.4723439216614,1232.0047616958618,-0.05590839684009552,565.9335851669312,900.3036022186279,-0.08065494894981384,576.3985514640808,590.0275707244873,-0.10758139193058014,686.8065595626831,383.9436173439026,-0.12073167413473129,817.0105814933777,672.2149848937988,0.007078885100781918,862.6956343650818,471.5655446052551,-0.07978180050849915,831.3201665878296,718.889057636261,-0.12499494850635529,821.5646743774414,858.5588335990906,-0.14141705632209778,1021.803617477417,730.576753616333,0.002265877090394497,1054.0450811386108,543.049156665802,-0.09079878777265549,986.1058592796326,834.4139456748962,-0.1129421591758728,973.5128283500671,931.0219883918762,-0.10503571480512619,1205.5507898330688,813.7173652648926,-0.01895301416516304,1227.616310119629,655.760645866394,-0.11202841252088547,1135.5088949203491,922.9707717895508,-0.08681537210941315,1119.0181970596313,1002.0344257354736,-0.043524596840143204,1388.679027557373,915.8014059066772,-0.04486710950732231,1377.7332305908203,773.2101678848267,-0.08732355386018753,1297.821044921875,950.3182172775269,-0.05514376983046532,1290.452480316162,1016.0725116729736,-0.01753460057079792
A,1054.073452949524,1485.3016138076782,-1.7793333881854778e-06,767.4146294593811,1273.0605602264404,-0.06001315638422966,605.1425933837891,928.9515018463135,-0.08558474481105804,619.9837923049927,614.8074865341187,-0.11228763312101364,733.0988645553589,409.78559851646423,-0.1243833601474762,867.0280575752258,701.9433379173279,0.0005096685490570962,908.3351492881775,495.40507793426514,-0.08780934661626816,879.8136711120605,751.2376308441162,-0.13099408149719238,874.2159605026245,894.8590755462646,-0.14532923698425293,1073.2700824737549,762.2395157814026,-0.0025440652389079332,1108.1708669662476,569.2657232284546,-0.09862396866083145,1040.4151678085327,869.247555732727,-0.11839595437049866,1029.3411016464233,967.9308533668518,-0.10749194025993347,1258.3895921707153,845.9995985031128,-0.022408299148082733,1283.4670543670654,686.9642734527588,-0.11908217519521713,1189.4402503967285,959.4913721084595,-0.09230951964855194,1176.0601997375488,1036.0610485076904,-0.0466812327504158,1443.8906908035278,948.2945799827576,-0.04710901528596878,1436.0437393188477,799.936056137085,-0.09202657639980316,1353.1618118286133,980.9879064559937,-0.05961616337299347,1345.9314107894897,1049.2100715637207,-0.021150117740035057
A,1005.835771560669,1479.141354560852,-1.732218379402184e-06,725.656270980835,1250.3172159194946,-0.0571940541267395,572.3860263824463,911.0461473464966,-0.0814182385802269,588.0945324897766,603.0864715576172,-0.10774051398038864,702.82381772995,400.74992179870605,-0.12030752003192902,830.3807973861694,686.7324709892273,0.007131683640182018,871.6673254966736,497.09534645080566,-0.08072350919246674,841.3678407669067,744.5483803749084,-0.1257331222295761,833.8142037391663,879.0033459663391,-0.14173030853271484,1036.9385480880737,748.597264289856,0.0023866165429353714,1069.41556930542,569.9304938316345,-0.0928511917591095,1000.5946159362793,861.5471124649048,-0.11479728668928146,987.9686236381531,955.9825658798218,-0.10584539920091629,1222.084879875183,836.3324403762817,-0.019214462488889694,1242.6393032073975,690.4730200767517,-0.1156492829322815,1147.6643085479736,957.2607278823853,-0.09177395701408386,1130.0324201583862,1032.1385860443115,-0.048138003796339035,1404.3463468551636,943.7462091445923,-0.04543601721525192,1393.5003280639648,802.522599697113,-0.09019462019205093,1310.9121322631836,980.7921648025513,-0.05900990962982178,1301.4020919799805,1047.200083732605,-0.021429458633065224
A,991.8290376663208,1419.439673423767,-1.660250518398243e-06,722.8883504867554,1192.4653053283691,-0.05859902501106262,565.2773380279541,860.9092235565186,-0.08560377359390259,575.8806467056274,557.4430823326111,-0.11423467099666595,704.0411233901978,363.8004660606384,-0.12880580127239227,829.3174505233765,633.569061756134,0.005371607840061188,871.5057969093323,449.2838978767395,-0.08388537168502808,838.970959186554,687.9699230194092,-0.13063403964042664,831.3486576080322,823.7996697425842,-0.14768841862678528,1030.4566621780396,699.4845271110535,0.0013109975261613727,1068.9877271652222,518.1289315223694,-0.09511908143758774,995.8378076553345,805.0006628036499,-0.11793146282434464,979.8375368118286,902.4772644042969,-0.10941585153341293,1210.9532356262207,788.8216972351074,-0.019687823951244354,1239.058494567871,642.3832178115845,-0.11679074168205261,1140.1110887527466,901.5893340110779,-0.09355617314577103,1119.1271543502808,976.0663509368896,-0.050066784024238586,1388.0285024642944,898.1823921203613,-0.045388512313365936,1384.7976922988892,753.0478835105896,-0.09045260399580002,1298.225998878479,927.2826910018921,-0.05963119864463806,1282.7987670898438,993.7671422958374,-0.02226083166897297
A,978.2929420471191,1479.327917098999,-1.3786313957098173e-06,788.4290814399719,1245.6423044204712,-0.03428386524319649,707.4780464172363,954.6375274658203,-0.052438631653785706,717.1500325202942,712.1258974075317,-0.07660340517759323,761.4468932151794,523.4110355377197,-0.09273450821638107,888.6163234710693,810.7872605323792,0.009461967274546623,953.6681771278381,619.7096109390259,-0.06385339051485062,928.8359880447388,797.3626852035522,-0.1079796552658081,899.4780778884888,942.5673484802246,-0.12465072423219681,1043.4107780456543,880.7698488235474,-0.0005081564886495471,1110.0941896438599,705.6125998497009,-0.07752694934606552,1040.6421422958374,932.3937296867371,-0.10305722057819366,990.8736944198608,1060.4208707809448,-0.10193205624818802,1191.1182403564453,963.4576439857483,-0.022121232002973557,1245.9254264831543,797.7705597877502,-0.09696907550096512,1154.3830633163452,1015.0274038314819,-0.07998578250408173,1098.5832214355469,1135.4243755340576,-0.046720489859580994,1327.418327331543,1065.59157371521,-0.046812109649181366,1359.1749668121338,914.4040942192078,-0.08657985180616379,1280.6637287139893,1054.9699068069458,-0.06305643171072006,1235.8797788619995,1144.2360877990723,-0.0330725722014904
A,760.1184248924255,1698.2861757278442,-1.4177289813233074e-06,575.9917497634888,1466.912865638733,-0.03895863890647888,501.9415020942688,1163.1884574890137,-0.05823734775185585,510.35475730895996,921.5956926345825,-0.08244351297616959,564.1639828681946,735.3056073188782,-0.09794563055038452,686.5801215171814,1020.1812982559204,0.0037166352849453688,748.0614185333252,835.1895213127136,-0.06974925100803375,719.915509223938,1024.7302055358887,-0.11186342686414719,687.9074573516846,1173.551082611084,-0.12720246613025665,841.8334126472473,1093.4524536132812,-0.0045148893259465694,908.4576964378357,924.6122241020203,-0.08370600640773773,835.1253271102905,1159.257411956787,-0.10853849351406097,780.2196145057678,1287.7649068832397,-0.10609371960163116,990.6652569770813,1183.0060482025146,-0.02454422414302826,1047.8076934814453,1023.9183902740479,-0.10119833797216415,951.079785823822,1246.683120727539,-0.08306974172592163,890.997052192688,1365.8525943756104,-0.04860103502869606,1127.8618574142456,1292.1650409698486,-0.048045024275779724,1162.030577659607,1149.47509765625,-0.09012442082166672,1074.9176740646362,1290.950059890747,-0.06711685657501221,1023.2279300689697,1377.416729927063,-0.037034403532743454
A,1175.1229763031006,1491.703987121582,-1.3518445030058501e-06,940.8872127532959,1333.5959911346436,-0.0630766823887825,801.2019395828247,1072.087287902832,-0.08727279305458069,798.1598377227783,798.9989519119263,-0.11245032399892807,854.1386127471924,611.6804480552673,-0.12196502834558487,945.8085298538208,824.1384029388428,0.013005469925701618,1004.5599937438965,610.7580661773682,-0.07493846118450165,1007.7636241912842,823.6573338508606,-0.11859378963708878,989.4194006919861,918.7938570976257,-0.13218899071216583,1111.0808849334717,862.2273802757263,0.015566245652735233,1174.7076511383057,688.5655522346497,-0.06877981871366501,1132.8147649765015,940.0777816772461,-0.08711589872837067,1081.3422203063965,954.2462825775146,-0.0787530466914177,1266.43705368042,913.3599996566772,-0.0015404877485707402,1330.704927444458,767.5121426582336,-0.08792556822299957,1265.0482654571533,998.6745119094849,-0.06816692650318146,1213.942289352417,1008.4785223007202,-0.03190932050347328,1419.8299646377563,978.5935878753662,-0.025093303993344307,1463.4008407592773,865.340530872345,-0.0665423572063446,1402.9955863952637,1023.9934921264648,-0.043375544250011444,1365.0217056274414,1059.7461462020874,-0.01357530802488327
A,1180.0587177276611,1496.1329698562622,-1.297186827287078e-06,954.1733264923096,1328.484058380127,-0.06601066142320633,815.8649206161499,1072.095513343811,-0.09283825010061264,814.5744800567627,801.9437193870544,-0.12042862921953201,878.2079219818115,612.326443195343,-0.13245868682861328,956.2267065048218,822.0532536506653,0.013357487507164478,1018.7747478485107,618.565559387207,-0.07694712281227112,1025.1288414001465,827.7800679206848,-0.12345683574676514,1007.6748132705688,920.1433658599854,-0.13868485391139984,1120.1953887939453,861.1652255058289,0.017024744302034378,1186.6954565048218,689.976692199707,-0.0703410729765892,1148.2529640197754,940.6192898750305,-0.09152402728796005,1095.3024625778198,955.0090432167053,-0.08431605994701385,1275.701880455017,913.2028818130493,0.0006142838974483311,1343.3642387390137,771.6487646102905,-0.08963310718536377,1277.825951576233,1003.0516386032104,-0.07206317037343979,1221.9206094741821,1011.8407011032104,-0.03591578081250191,1426.5854358673096,980.109691619873,-0.022235633805394173,1473.7833738327026,868.532657623291,-0.06588959693908691,1412.8234386444092,1027.3020267486572,-0.043368156999349594,1369.6529865264893,1062.5580549240112,-0.013354562222957611
A,1104.3553352355957,1555.9250116348267,-1.7880715859064367e-06,800.3664016723633,1379.9175024032593,-0.06570865213871002,660.7637405395508,1015.6620740890503,-0.07727809250354767,654.0303826332092,679.2250871658325,-0.08844105899333954,619.4081902503967,445.2301263809204,-0.08219558000564575,873.9235401153564,748.2615113258362,0.016923902556300163,876.4057755470276,546.4522242546082,-0.06781669706106186,845.3575372695923,825.0452876091003,-0.09964653849601746,866.7678833007812,888.71830701828,-0.10718505829572678,1084.8075151443481,805.2363991737366,0.018616626039147377,1066.725254058838,637.8474235534668,-0.0720745176076889,985.4002594947815,958.708643913269,-0.07996339350938797,1018.5427665710449,945.6263780593872,-0.061732228845357895,1264.7559642791748,891.5470838546753,-0.0008790963911451399,1248.5156059265137,759.1951489448547,-0.09935862571001053,1134.568214416504,1046.5831756591797,-0.07148702442646027,1159.1020822525024,1035.2885723114014,-0.026288609951734543,1440.380334854126,971.2305068969727,-0.026479700580239296,1410.974621772766,872.205376625061,-0.07274790853261948,1295.5293655395508,1071.0790157318115,-0.04445645958185196,1304.543137550354,1099.8035669326782,-0.009481236338615417
A,1115.9261465072632,1552.5381565093994,-1.6716739992261864e-06,790.145993232727,1324.8335123062134,-0.08728903532028198,588.5595083236694,964.2425179481506,-0.10302376002073288,532.4069857597351,622.3653554916382,-0.11556582152843475,524.7381925582886,353.00830006599426,-0.10396500676870346,808.1890344619751,627.1478533744812,0.05278244987130165,842.7984714508057,434.3602955341339,-0.04775317385792732,827.0672559738159,725.0968217849731,-0.09907601028680801,820.6506967544556,803.8613200187683,-0.11480427533388138,1057.8067302703857,696.4483857154846,0.06699258834123611,1085.9771966934204,510.18214225769043,-0.042019084095954895,1009.1450214385986,866.3207292556763,-0.0723000168800354,983.5229516029358,844.8013067245483,-0.06238601356744766,1279.8329591751099,784.5821976661682,0.05426424741744995,1318.6614513397217,636.4164352416992,-0.06633555889129639,1201.1088132858276,955.7043313980103,-0.054195843636989594,1168.9143180847168,929.3376207351685,-0.010078500024974346,1479.7852039337158,860.6042265892029,0.03498941287398338,1525.319218635559,751.9596219062805,-0.01986779272556305,1408.3776473999023,972.760260105133,0.004912698641419411,1376.7173290252686,994.633138179779,0.04264673590660095
A,1039.3517017364502,1624.4492530822754,-1.9494823391141836e-06,749.3773102760315,1412.0121002197266,-0.10368208587169647,570.8295106887817,1027.166247367859,-0.13335879147052765,537.0792150497437,671.8885898590088,-0.15688925981521606,555.9786558151245,402.8664827346802,-0.15794362127780914,846.957802772522,711.4764451980591,-0.0004978863871656358,897.9173898696899,518.3017253875732,-0.11173417419195175,846.1694717407227,830.8614492416382,-0.1601438969373703,835.4499936103821,958.0655097961426,-0.17213097214698792,1089.9220705032349,773.1830477714539,0.01555811520665884,1130.2013397216797,630.0119757652283,-0.10561681538820267,1020.7816362380981,982.1254014968872,-0.12989044189453125,998.2684850692749,1001.9209384918213,-0.11472814530134201,1293.7177419662476,866.4998412132263,0.0054871621541678905,1329.1270732879639,774.1929888725281,-0.12316885590553284,1188.6980533599854,1084.8338603973389,-0.10748276859521866,1153.1291007995605,1086.541771888733,-0.06011684983968735,1480.5971384048462,960.2142572402954,-0.012398771941661835,1498.950481414795,888.1859183311462,-0.07799229770898819,1363.1306886672974,1103.548526763916,-0.05743677169084549,1317.0689344406128,1139.9993896484375,-0.021430565044283867
A,1198.3616352081299,1468.1527614593506,-1.747105898175505e-06,812.7139806747437,1363.7776374816895,-0.061645783483982086,561.0086917877197,1002.6183128356934,-0.07126638293266296,493.7310218811035,628.9227604866028,-0.08302376419305801,443.34760308265686,366.521418094635,-0.07814154028892517,714.4365906715393,675.0682592391968,0.03470044583082199,713.5987281799316,382.4738562107086,-0.057154010981321335,736.1117005348206,655.2842855453491,-0.09895575046539307,747.9754686355591,788.7412309646606,-0.11000442504882812,938.2513165473938,678.0017614364624,0.029255647212266922,932.0706129074097,405.6585729122162,-0.06818123906850815,906.6318273544312,759.7999572753906,-0.08706150203943253,907.7773690223694,847.9284644126892,-0.07099411636590958,1146.636962890625,721.3723063468933,0.001878339913673699,1145.707130432129,486.9258999824524,-0.10222424566745758,1099.8214483261108,834.9043130874634,-0.07325839251279831,1102.440595626831,925.9954690933228,-0.021896686404943466,1364.1109466552734,782.9089164733887,-0.03144409507513046,1338.4562730789185,623.3332753181458,-0.08278986811637878,1287.0477437973022,864.6502494812012,-0.049988411366939545,1295.3687906265259,947.555661201477,-0.008617127314209938
A,1148.5264301300049,1480.3714752197266,-1.6553468640267965e-06,812.341570854187,1324.6476650238037,-0.08070883899927139,595.2197313308716,996.1592555046082,-0.10214580595493317,553.3894896507263,636.3778114318848,-0.12223987281322479,537.0943546295166,371.97262048721313,-0.12146936357021332,740.7922148704529,648.5240459442139,0.029621122404932976,757.4237585067749,389.4164264202118,-0.07117590308189392,775.7694125175476,660.839319229126,-0.11884698271751404,772.5533246994019,782.4190855026245,-0.13194307684898376,960.7651233673096,669.4759130477905,0.033131636679172516,979.7635078430176,431.76931142807007,-0.07178688049316406,944.6471333503723,775.6678462028503,-0.09332914650440216,915.1386022567749,825.607180595398,-0.07794500887393951,1162.2413396835327,726.3799905776978,0.011519019491970539,1190.9797191619873,534.1967940330505,-0.09841882437467575,1123.8583326339722,857.1454286575317,-0.07233284413814545,1093.302845954895,898.3330726623535,-0.022511634975671768,1366.2875890731812,799.6485829353333,-0.017884565517306328,1367.917537689209,662.1080040931702,-0.0720350444316864,1302.1607398986816,885.8067393302917,-0.04172167927026749,1285.648226737976,937.7412796020508,-0.0012237724149599671
